 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;12.1;0;52;933
2005;1;1;2;0;11.4;0;55;933
2005;1;1;3;0;10.7;0;55;933
2005;1;1;4;0;10.4;0;56;933
2005;1;1;5;0;10;0;56;933
2005;1;1;6;0;9.8;0;58;933
2005;1;1;7;0;9.5;0;58;933
2005;1;1;8;0;9.5;0;56;933
2005;1;1;9;83;10.8;439;53;933
2005;1;1;10;259;13.1;758;46;933
2005;1;1;11;421;15.5;886;36;933
2005;1;1;12;539;17.7;948;28;933
2005;1;1;13;591;19.4;961;25;933
2005;1;1;14;576;20.6;952;22;933
2005;1;1;15;498;21.2;921;22;933
2005;1;1;16;364;21.1;839;23;933
2005;1;1;17;192;20.2;419;25;933
2005;1;1;18;13;18.5;0;29;933
2005;1;1;19;0;17.4;0;34;933
2005;1;1;20;0;16.3;0;37;933
2005;1;1;21;0;15.2;0;39;933
2005;1;1;22;0;14.1;0;39;933
2005;1;1;23;0;13;0;38;933
2005;1;1;24;0;11.9;0;42;933
2005;1;2;1;0;10.8;0;44;933
2005;1;2;2;0;9.6;0;46;933
2005;1;2;3;0;8.4;0;50;933
2005;1;2;4;0;7.7;0;52;933
2005;1;2;5;0;7.1;0;55;933
2005;1;2;6;0;6.6;0;57;933
2005;1;2;7;0;6.2;0;58;933
2005;1;2;8;0;6.1;0;55;933
2005;1;2;9;87;7.3;492;51;933
2005;1;2;10;271;9.4;793;49;933
2005;1;2;11;437;11.6;912;43;933
2005;1;2;12;554;13.6;966;36;933
2005;1;2;13;609;15.2;982;32;933
2005;1;2;14;596;16.2;978;30;933
2005;1;2;15;518;16.7;951;31;933
2005;1;2;16;383;16.6;878;32;933
2005;1;2;17;206;15.6;433;36;932
2005;1;2;18;16;14;0;44;932
2005;1;2;19;0;13.2;0;47;932
2005;1;2;20;0;12.4;0;51;932
2005;1;2;21;0;11.7;0;59;932
2005;1;2;22;0;10.9;0;66;932
2005;1;2;23;0;10.2;0;67;931
2005;1;2;24;0;9.4;0;74;931
2005;1;3;1;0;9.1;0;76;931
2005;1;3;2;0;8.7;0;78;931
2005;1;3;3;0;8.4;0;77;931
2005;1;3;4;0;8.2;0;79;931
2005;1;3;5;0;8.1;0;81;930
2005;1;3;6;0;8;0;85;930
2005;1;3;7;0;7.9;0;95;930
2005;1;3;8;0;7.9;0;93;930
2005;1;3;9;66;9;272;86;930
2005;1;3;10;235;11.2;600;70;929
2005;1;3;11;383;13.6;565;54;929
2005;1;3;12;289;14.4;106;50;929
2005;1;3;13;408;15.6;251;45;929
2005;1;3;14;353;16.2;173;45;929
2005;1;3;15;478;17.1;661;40;929
2005;1;3;16;297;17.2;417;37;929
2005;1;3;17;130;16.4;161;51;929
