 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;16.1;0;79;1009
2005;1;1;2;0;16.1;0;71;1009
2005;1;1;3;0;15.9;0;69;1009
2005;1;1;4;0;15.8;0;69;1009
2005;1;1;5;0;15.7;0;68;1009
2005;1;1;6;0;15.5;0;70;1009
2005;1;1;7;0;15.5;0;69;1009
2005;1;1;8;0;15.4;0;67;1009
2005;1;1;9;10;15.6;0;67;1009
2005;1;1;10;95;16.5;35;65;1009
2005;1;1;11;160;17.2;21;57;1009
2005;1;1;12;219;17.9;36;55;1009
2005;1;1;13;237;18.3;32;54;1009
2005;1;1;14;229;18.6;23;52;1009
2005;1;1;15;176;18.7;10;53;1009
2005;1;1;16;129;18.6;6;55;1009
2005;1;1;17;67;18.2;0;57;1009
2005;1;1;18;2;17.7;0;59;1009
2005;1;1;19;0;17.2;0;76;1009
2005;1;1;20;0;16.8;0;84;1009
2005;1;1;21;0;16.3;0;84;1010
2005;1;1;22;0;15.8;0;84;1010
2005;1;1;23;0;15.3;0;84;1010
2005;1;1;24;0;14.8;0;84;1010
2005;1;2;1;0;14.3;0;84;1010
2005;1;2;2;0;13.7;0;84;1010
2005;1;2;3;0;13.2;0;84;1010
2005;1;2;4;0;12.8;0;84;1010
2005;1;2;5;0;12.5;0;84;1010
2005;1;2;6;0;12.2;0;68;1010
2005;1;2;7;0;12;0;67;1010
2005;1;2;8;0;11.7;0;65;1010
2005;1;2;9;15;11.9;0;64;1011
2005;1;2;10;110;12.7;84;65;1011
2005;1;2;11;199;13.4;84;64;1011
2005;1;2;12;279;14.1;113;64;1011
2005;1;2;13;332;14.7;143;62;1011
2005;1;2;14;316;15;131;61;1011
2005;1;2;15;239;15;72;64;1011
2005;1;2;16;167;14.8;49;66;1011
2005;1;2;17;80;14.3;23;69;1011
2005;1;2;18;3;13.7;0;76;1011
2005;1;2;19;0;13.4;0;71;1010
2005;1;2;20;0;13.1;0;74;1010
2005;1;2;21;0;12.8;0;82;1010
2005;1;2;22;0;12.5;0;87;1010
2005;1;2;23;0;12.2;0;86;1010
2005;1;2;24;0;12;0;90;1010
2005;1;3;1;0;11.9;0;92;1010
2005;1;3;2;0;11.9;0;93;1010
2005;1;3;3;0;11.8;0;89;1010
2005;1;3;4;0;11.8;0;90;1010
2005;1;3;5;0;11.8;0;91;1010
2005;1;3;6;0;11.8;0;93;1010
2005;1;3;7;0;11.8;0;100;1010
2005;1;3;8;0;11.8;0;99;1010
2005;1;3;9;4;11.9;0;98;1010
2005;1;3;10;16;12.1;0;97;1009
2005;1;3;11;200;13.6;119;83;1009
2005;1;3;12;261;14.7;85;78;1009
2005;1;3;13;290;15.5;88;75;1009
2005;1;3;14;203;15.7;15;76;1009
2005;1;3;15;208;15.9;25;74;1009
2005;1;3;16;132;15.7;7;71;1009
2005;1;3;17;72;15.4;0;72;1009
2005;1;3;18;3;14.8;0;76;1009
2005;1;3;19;0;14.5;0;80;1009
2005;1;3;20;0;14.3;0;79;1009
2005;1;3;21;0;14;0;82;1009
2005;1;3;22;0;13.8;0;84;1008
2005;1;3;23;0;13.6;0;86;1008
2005;1;3;24;0;13.2;0;92;1008
2005;1;4;1;0;13;0;92;1008
2005;1;4;2;0;12.6;0;92;1008
2005;1;4;3;0;12.1;0;86;1008
2005;1;4;4;0;11.4;0;93;1008
2005;1;4;5;0;11.6;0;95;1008
2005;1;4;6;0;11.6;0;93;1008
2005;1;4;7;0;11.4;0;93;1008
2005;1;4;8;0;11.3;0;93;1008
2005;1;4;9;6;11.4;0;92;1007
2005;1;4;10;39;11.6;0;90;1007
2005;1;4;11;105;12;0;88;1007
2005;1;4;12;110;12.2;0;86;1007
2005;1;4;13;144;12.4;0;86;1007
2005;1;4;14;166;12.6;1;86;1007
2005;1;4;15;140;12.7;0;83;1007
2005;1;4;16;147;12.8;22;78;1008
2005;1;4;17;55;12.5;0;80;1008
2005;1;4;18;4;12.2;0;85;1008
2005;1;4;19;0;12;0;91;1008
2005;1;4;20;0;11.6;0;91;1008
2005;1;4;21;0;11.3;0;93;1009
2005;1;4;22;0;11;0;93;1009
2005;1;4;23;0;10.7;0;92;1009
2005;1;4;24;0;10.3;0;96;1009
2005;1;5;1;0;10.1;0;90;1009
2005;1;5;2;0;9.9;0;89;1010
2005;1;5;3;0;9.8;0;89;1010
2005;1;5;4;0;9.7;0;88;1010
2005;1;5;5;0;9.6;0;83;1010
2005;1;5;6;0;9.5;0;87;1010
2005;1;5;7;0;9.5;0;83;1011
2005;1;5;8;0;9.4;0;82;1011
2005;1;5;9;18;9.8;0;82;1011
2005;1;5;10;149;11.1;247;76;1011
2005;1;5;11;258;12.2;331;73;1011
2005;1;5;12;379;13.4;495;70;1012
2005;1;5;13;407;14.2;449;64;1012
2005;1;5;14;403;14.7;390;65;1012
2005;1;5;15;224;14.6;69;65;1011
2005;1;5;16;114;14;0;69;1011
2005;1;5;17;14;13.1;0;69;1011
2005;1;5;18;3;12.4;0;69;1011
2005;1;5;19;0;12.3;0;69;1010
2005;1;5;20;0;12.1;0;70;1010
2005;1;5;21;0;11.9;0;73;1010
2005;1;5;22;0;11.8;0;73;1010
2005;1;5;23;0;11.6;0;73;1009
2005;1;5;24;0;11.4;0;74;1009
2005;1;6;1;0;11.1;0;80;1009
2005;1;6;2;0;10.7;0;84;1009
2005;1;6;3;0;10.4;0;84;1008
2005;1;6;4;0;9.4;0;88;1008
2005;1;6;5;0;10.3;0;80;1008
