 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;15.1;0;95;1005
2005;1;1;2;0;16.7;0;85;1005
2005;1;1;3;0;16.4;0;85;1005
2005;1;1;4;0;16.4;0;85;1005
2005;1;1;5;0;16.3;0;85;1005
2005;1;1;6;0;16.3;0;80;1005
2005;1;1;7;0;16.1;0;85;1005
2005;1;1;8;0;16.2;0;78;1005
2005;1;1;9;11;16.3;0;79;1005
2005;1;1;10;32;16.6;0;85;1005
2005;1;1;11;55;16.8;0;85;1005
2005;1;1;12;76;17.2;0;83;1005
2005;1;1;13;80;17.4;0;73;1005
2005;1;1;14;74;17.5;0;82;1005
2005;1;1;15;61;17.5;0;81;1005
2005;1;1;16;41;17.4;0;82;1005
2005;1;1;17;17;17.1;0;84;1005
2005;1;1;18;1;16.6;0;86;1005
2005;1;1;19;0;15.8;0;91;1005
2005;1;1;20;0;16.3;0;88;1005
2005;1;1;21;0;15.6;0;90;1005
2005;1;1;22;0;15.6;0;89;1005
2005;1;1;23;0;15.6;0;88;1005
2005;1;1;24;0;15.5;0;88;1005
2005;1;2;1;0;14.9;0;85;1005
2005;1;2;2;0;14;0;89;1005
2005;1;2;3;0;13.8;0;90;1005
2005;1;2;4;0;13.7;0;88;1005
2005;1;2;5;0;13.3;0;90;1005
2005;1;2;6;0;13.2;0;94;1005
2005;1;2;7;0;12.9;0;91;1005
2005;1;2;8;0;12.9;0;89;1005
2005;1;2;9;19;13.1;0;90;1005
2005;1;2;10;52;13.4;0;89;1005
2005;1;2;11;76;13.7;0;89;1005
2005;1;2;12;95;13.9;0;87;1005
2005;1;2;13;107;14.1;0;86;1006
2005;1;2;14;103;14.2;0;85;1006
2005;1;2;15;87;14.2;0;88;1006
2005;1;2;16;66;14.1;0;89;1006
2005;1;2;17;30;13.8;0;94;1006
2005;1;2;18;1;13.5;0;97;1006
2005;1;2;19;0;13.4;0;93;1006
2005;1;2;20;0;13.1;0;98;1006
2005;1;2;21;0;13.2;0;98;1006
2005;1;2;22;0;13.1;0;97;1006
2005;1;2;23;0;12.6;0;98;1006
2005;1;2;24;0;11.6;0;99;1006
2005;1;3;1;0;13;0;98;1006
2005;1;3;2;0;13.1;0;97;1006
2005;1;3;3;0;13;0;98;1006
2005;1;3;4;0;12.4;0;99;1006
2005;1;3;5;0;13.1;0;98;1006
2005;1;3;6;0;13.6;0;97;1006
2005;1;3;7;0;13.7;0;98;1006
2005;1;3;8;0;13.8;0;98;1006
2005;1;3;9;9;14;0;98;1006
2005;1;3;10;40;14.5;0;97;1006
2005;1;3;11;73;15.2;0;92;1006
2005;1;3;12;113;16;0;89;1006
2005;1;3;13;112;16.6;0;86;1006
2005;1;3;14;117;17;0;84;1006
2005;1;3;15;96;17.2;0;80;1006
2005;1;3;16;72;17.3;0;76;1007
2005;1;3;17;28;16.8;0;85;1007
2005;1;3;18;1;16.6;0;85;1008
2005;1;3;19;0;16.3;0;85;1008
2005;1;3;20;0;16;0;85;1009
2005;1;3;21;0;15.7;0;86;1009
2005;1;3;22;0;15.4;0;88;1009
2005;1;3;23;0;15.1;0;89;1010
2005;1;3;24;0;14.8;0;89;1010
2005;1;4;1;0;13.5;0;90;1011
2005;1;4;2;0;12;0;93;1011
2005;1;4;3;0;10.5;0;94;1012
2005;1;4;4;0;9.7;0;94;1012
2005;1;4;5;0;9;0;97;1012
2005;1;4;6;0;8.4;0;98;1013
2005;1;4;7;0;7.8;0;99;1013
2005;1;4;8;0;7.7;0;99;1014
2005;1;4;9;74;8.7;347;96;1014
2005;1;4;10;223;10.5;650;92;1015
2005;1;4;11;363;12.4;781;86;1015
2005;1;4;12;462;14.1;851;73;1015
2005;1;4;13;494;15.4;833;69;1016
2005;1;4;14;469;16.1;788;67;1016
2005;1;4;15;417;16.5;834;64;1015
2005;1;4;16;295;16.3;793;64;1015
2005;1;4;17;132;15.2;554;65;1015
2005;1;4;18;3;13.7;0;75;1015
2005;1;4;19;0;12.9;0;86;1015
2005;1;4;20;0;12.1;0;87;1014
2005;1;4;21;0;11.3;0;91;1014
2005;1;4;22;0;10.5;0;92;1014
2005;1;4;23;0;9.7;0;93;1014
2005;1;4;24;0;8.9;0;99;1014
2005;1;5;1;0;8.5;0;94;1013
2005;1;5;2;0;8.2;0;93;1013
2005;1;5;3;0;8;0;94;1013
2005;1;5;4;0;7.8;0;93;1013
2005;1;5;5;0;7.7;0;93;1013
2005;1;5;6;0;7.6;0;96;1013
2005;1;5;7;0;7.5;0;94;1012
2005;1;5;8;0;7.5;0;93;1012
2005;1;5;9;47;8.4;53;90;1012
2005;1;5;10;152;10;110;84;1012
2005;1;5;11;249;11.7;150;78;1012
2005;1;5;12;282;12.9;107;85;1011
2005;1;5;13;323;14;124;68;1011
2005;1;5;14;302;14.6;111;80;1011
2005;1;5;15;282;15.2;170;65;1011
2005;1;5;16;185;15;128;66;1011
2005;1;5;17;78;14.3;59;65;1012
2005;1;5;18;1;13.2;0;65;1012
2005;1;5;19;0;12.6;0;66;1012
2005;1;5;20;0;12;0;68;1012
2005;1;5;21;0;11.3;0;71;1012
2005;1;5;22;0;10.7;0;72;1012
2005;1;5;23;0;10.1;0;72;1012
2005;1;5;24;0;9.5;0;74;1012
2005;1;6;1;0;8.8;0;72;1012
2005;1;6;2;0;8;0;71;1012
2005;1;6;3;0;7.3;0;72;1013
2005;1;6;4;0;6.9;0;72;1013
2005;1;6;5;0;6.5;0;75;1013
2005;1;6;6;0;6.2;0;72;1013
2005;1;6;7;0;5.9;0;74;1013
2005;1;6;8;0;5.9;0;75;1013
2005;1;6;9;61;6.9;235;77;1013
2005;1;6;10;173;8.6;304;69;1013
2005;1;6;11;275;10.3;315;64;1013
2005;1;6;12;419;12.3;548;51;1013
2005;1;6;13;395;13.5;383;50;1014
2005;1;6;14;393;14.3;441;52;1013
2005;1;6;15;349;14.7;491;50;1013
2005;1;6;16;259;14.7;460;49;1013
2005;1;6;17;143;13.9;351;51;1013
2005;1;6;18;5;12.6;0;53;1013
2005;1;6;19;0;11.9;0;60;1013
2005;1;6;20;0;11.3;0;63;1013
2005;1;6;21;0;10.6;0;65;1013
2005;1;6;22;0;10;0;68;1013
2005;1;6;23;0;9.3;0;68;1013
2005;1;6;24;0;8.7;0;68;1013
2005;1;7;1;0;8.2;0;70;1013
2005;1;7;2;0;7.7;0;74;1013
2005;1;7;3;0;7.2;0;76;1013
2005;1;7;4;0;7;0;74;1013
2005;1;7;5;0;6.8;0;78;1013
2005;1;7;6;0;6.6;0;80;1013
2005;1;7;7;0;6.4;0;81;1013
2005;1;7;8;0;6.4;0;81;1013
