 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;10.7;0;82;907
2005;1;1;2;0;10.5;0;69;907
2005;1;1;3;0;10.1;0;68;907
2005;1;1;4;0;10;0;68;907
2005;1;1;5;0;9.8;0;67;907
2005;1;1;6;0;9.7;0;69;907
2005;1;1;7;0;9.5;0;68;907
2005;1;1;8;0;9.6;0;66;907
2005;1;1;9;69;10.6;100;64;907
2005;1;1;10;185;12.1;154;60;907
2005;1;1;11;283;13.5;188;52;907
2005;1;1;12;316;14.6;135;49;907
2005;1;1;13;351;15.5;156;47;907
2005;1;1;14;327;16.1;144;45;907
2005;1;1;15;295;16.3;195;45;907
2005;1;1;16;193;16.1;172;48;907
2005;1;1;17;79;15.4;93;51;906
2005;1;1;18;1;14.5;0;54;906
2005;1;1;19;0;13.8;0;70;906
2005;1;1;20;0;13.3;0;81;906
2005;1;1;21;0;12.7;0;85;906
2005;1;1;22;0;12.1;0;86;906
2005;1;1;23;0;11.5;0;86;906
2005;1;1;24;0;10.9;0;86;906
2005;1;2;1;0;10.3;0;82;906
2005;1;2;2;0;9.2;0;86;906
2005;1;2;3;0;8.9;0;82;905
2005;1;2;4;0;8.6;0;86;905
2005;1;2;5;0;8.2;0;82;905
2005;1;2;6;0;8;0;86;905
2005;1;2;7;0;7.7;0;86;905
2005;1;2;8;0;7.7;0;86;905
2005;1;2;9;60;8.4;77;86;905
2005;1;2;10;119;9.2;19;82;905
2005;1;2;11;167;9.9;16;82;905
2005;1;2;12;328;11.2;215;82;905
2005;1;2;13;244;11.6;33;65;904
2005;1;2;14;252;11.9;36;60;904
2005;1;2;15;241;12.1;111;63;904
2005;1;2;16;195;12.1;229;64;905
2005;1;2;17;145;11.9;391;66;905
2005;1;2;18;4;11.1;0;73;905
2005;1;2;19;0;10.7;0;69;905
2005;1;2;20;0;10.4;0;72;905
2005;1;2;21;0;10;0;79;905
2005;1;2;22;0;9.6;0;84;905
2005;1;2;23;0;9.3;0;83;905
2005;1;2;24;0;8.9;0;88;905
2005;1;3;1;0;8.8;0;89;905
2005;1;3;2;0;8.8;0;90;905
2005;1;3;3;0;8.7;0;87;905
2005;1;3;4;0;8.7;0;88;905
2005;1;3;5;0;8.7;0;88;905
2005;1;3;6;0;8.8;0;90;905
2005;1;3;7;0;8.8;0;97;905
2005;1;3;8;0;8.8;0;96;905
2005;1;3;9;50;9.7;5;91;905
2005;1;3;10;139;10.7;45;93;905
2005;1;3;11;218;12.1;66;82;905
2005;1;3;12;274;13.4;74;81;905
2005;1;3;13;298;14.3;80;76;905
2005;1;3;14;282;14.9;78;65;905
2005;1;3;15;224;15.2;63;63;905
2005;1;3;16;166;15.1;89;59;905
2005;1;3;17;71;13.9;50;78;905
2005;1;3;18;1;13.7;0;79;905
2005;1;3;19;0;13.1;0;82;905
2005;1;3;20;0;12.5;0;82;905
2005;1;3;21;0;11.9;0;82;905
2005;1;3;22;0;11.2;0;82;906
2005;1;3;23;0;10.6;0;82;906
2005;1;3;24;0;10;0;83;906
2005;1;4;1;0;9.2;0;82;906
2005;1;4;2;0;8.4;0;83;906
2005;1;4;3;0;7.5;0;82;906
2005;1;4;4;0;7.1;0;79;906
2005;1;4;5;0;6.6;0;83;906
2005;1;4;6;0;6.3;0;82;906
2005;1;4;7;0;6;0;82;906
2005;1;4;8;0;6;0;81;906
2005;1;4;9;75;6.9;206;77;906
2005;1;4;10;193;8.2;279;74;906
2005;1;4;11;300;9.6;355;70;906
2005;1;4;12;355;10.6;202;65;906
2005;1;4;13;406;11.6;395;63;907
2005;1;4;14;386;12.1;370;62;907
2005;1;4;15;322;12.3;367;59;907
2005;1;4;16;212;12.1;315;60;907
2005;1;4;17;95;11.4;234;59;907
2005;1;4;18;1;10.4;0;66;907
2005;1;4;19;0;9.6;0;73;907
2005;1;4;20;0;8.8;0;75;908
2005;1;4;21;0;8;0;79;908
2005;1;4;22;0;7.2;0;80;908
2005;1;4;23;0;6.4;0;82;908
2005;1;4;24;0;5.6;0;88;908
2005;1;5;1;0;5;0;83;908
2005;1;5;2;0;4.4;0;84;909
2005;1;5;3;0;3.8;0;86;909
2005;1;5;4;0;3.5;0;86;909
2005;1;5;5;0;3.1;0;87;909
2005;1;5;6;0;2.9;0;91;909
2005;1;5;7;0;2.7;0;91;909
2005;1;5;8;0;2.7;0;90;910
2005;1;5;9;106;4.2;530;84;910
2005;1;5;10;280;6.5;798;75;910
2005;1;5;11;425;8.6;901;61;910
2005;1;5;12;518;10.5;941;55;910
2005;1;5;13;555;11.9;952;48;910
2005;1;5;14;529;12.8;944;46;910
2005;1;5;15;442;13.1;905;44;910
2005;1;5;16;303;12.8;811;46;910
2005;1;5;17;134;11.7;595;47;910
2005;1;5;18;2;10.2;0;49;910
2005;1;5;19;0;9.5;0;55;909
2005;1;5;20;0;8.7;0;58;909
2005;1;5;21;0;8;0;62;909
2005;1;5;22;0;7.2;0;63;909
2005;1;5;23;0;6.5;0;64;909
2005;1;5;24;0;5.7;0;67;909
2005;1;6;1;0;5.1;0;65;909
2005;1;6;2;0;4.3;0;64;908
2005;1;6;3;0;3.6;0;65;908
2005;1;6;4;0;3.2;0;66;908
2005;1;6;5;0;2.8;0;69;908
2005;1;6;6;0;2.6;0;67;908
2005;1;6;7;0;2.3;0;69;908
2005;1;6;8;0;2.2;0;70;908
2005;1;6;9;84;3.4;263;71;908
2005;1;6;10;226;5;453;63;907
2005;1;6;11;342;6.7;506;57;907
2005;1;6;12;424;8.1;534;47;907
2005;1;6;13;451;9.2;523;45;907
2005;1;6;14;440;9.9;566;48;907
2005;1;6;15;367;10.1;540;46;907
2005;1;6;16;253;9.9;479;45;907
2005;1;6;17;115;9;380;48;907
2005;1;6;18;2;7.8;0;50;907
2005;1;6;19;0;7.3;0;56;906
2005;1;6;20;0;6.8;0;58;906
2005;1;6;21;0;6.3;0;60;906
2005;1;6;22;0;5.8;0;63;906
2005;1;6;23;0;5.2;0;62;906
2005;1;6;24;0;4.7;0;61;906
2005;1;7;1;0;4.4;0;63;906
2005;1;7;2;0;4.1;0;66;906
2005;1;7;3;0;3.8;0;68;906
2005;1;7;4;0;3.7;0;65;906
2005;1;7;5;0;3.5;0;69;906
2005;1;7;6;0;3.4;0;69;905
2005;1;7;7;0;3.3;0;70;905
2005;1;7;8;0;3.4;0;69;905
2005;1;7;9;65;4.3;79;68;905
2005;1;7;10;176;5.8;149;63;905
2005;1;7;11;291;7.4;212;62;905
2005;1;7;12;337;8.6;162;59;905
2005;1;7;13;352;9.5;146;60;905
2005;1;7;14;350;10.2;170;54;905
2005;1;7;15;286;10.4;154;54;905
2005;1;7;16;188;10.2;129;53;905
2005;1;7;17;82;9.4;70;56;905
2005;1;7;18;1;8.4;0;74;905
2005;1;7;19;0;7.9;0;82;905
2005;1;7;20;0;7.4;0;82;905
2005;1;7;21;0;6.8;0;82;905
2005;1;7;22;0;6.3;0;82;905
2005;1;7;23;0;5.7;0;82;905
2005;1;7;24;0;5.2;0;82;905
2005;1;8;1;0;4.6;0;82;905
2005;1;8;2;0;4;0;82;905
2005;1;8;3;0;3.4;0;82;905
2005;1;8;4;0;3;0;82;905
2005;1;8;5;0;2.7;0;78;905
2005;1;8;6;0;2.5;0;79;905
2005;1;8;7;0;2.3;0;82;905
2005;1;8;8;0;2.3;0;82;905
2005;1;8;9;76;3.3;189;75;905
2005;1;8;10;202;4.8;317;69;905
2005;1;8;11;303;6.3;355;63;905
2005;1;8;12;356;7.4;196;61;905
2005;1;8;13;394;8.4;320;59;905
2005;1;8;14;371;8.9;207;61;905
2005;1;8;15;335;9.2;393;57;905
2005;1;8;16;220;9;318;56;905
2005;1;8;17;93;8.2;105;58;905
2005;1;8;18;1;7.2;0;62;905
2005;1;8;19;0;6.6;0;61;905
2005;1;8;20;0;6;0;63;905
2005;1;8;21;0;5.4;0;66;905
2005;1;8;22;0;4.8;0;70;905
2005;1;8;23;0;4.2;0;75;905
2005;1;8;24;0;3.6;0;77;905
2005;1;9;1;0;3.1;0;86;905
2005;1;9;2;0;2.6;0;86;905
2005;1;9;3;0;2.1;0;86;905
2005;1;9;4;0;1.8;0;85;905
2005;1;9;5;0;1.5;0;83;905
2005;1;9;6;0;1.4;0;82;905
2005;1;9;7;0;1.2;0;85;905
2005;1;9;8;0;1.2;0;86;905
2005;1;9;9;72;2.2;158;85;905
2005;1;9;10;189;3.6;190;75;904
2005;1;9;11;301;5.1;322;72;904
2005;1;9;12;367;6.4;335;65;904
2005;1;9;13;374;7.3;177;60;904
2005;1;9;14;359;7.8;178;57;904
2005;1;9;15;297;8;168;55;904
2005;1;9;16;198;7.7;145;61;904
2005;1;9;17;88;7;124;64;904
2005;1;9;18;1;6;0;66;904
2005;1;9;19;0;5.5;0;72;904
2005;1;9;20;0;5.1;0;73;904
2005;1;9;21;0;4.6;0;79;904
2005;1;9;22;0;4.1;0;83;904
2005;1;9;23;0;3.7;0;86;904
2005;1;9;24;0;3.2;0;86;904
2005;1;10;1;0;2.9;0;86;904
2005;1;10;2;0;2.5;0;88;904
2005;1;10;3;0;2.1;0;93;905
