 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;11.7;0;56;997
2005;1;1;2;0;11;0;56;997
2005;1;1;3;0;10.3;0;59;997
2005;1;1;4;0;10;0;61;997
2005;1;1;5;0;9.7;0;61;997
2005;1;1;6;0;9.4;0;61;997
2005;1;1;7;0;9.2;0;64;997
2005;1;1;8;1;9.3;0;68;997
2005;1;1;9;115;11.4;459;60;997
2005;1;1;10;287;14.3;692;51;997
2005;1;1;11;438;17.2;802;39;997
2005;1;1;12;551;19.7;900;32;997
2005;1;1;13;589;21.7;897;28;997
2005;1;1;14;559;22.9;869;26;997
2005;1;1;15;470;23.5;818;26;997
2005;1;1;16;329;23.1;705;27;997
2005;1;1;17;158;21.8;305;29;997
2005;1;1;18;6;19.8;0;35;997
2005;1;1;19;0;18.6;0;39;997
2005;1;1;20;0;17.3;0;40;997
2005;1;1;21;0;16.1;0;43;997
2005;1;1;22;0;14.8;0;46;997
2005;1;1;23;0;13.6;0;48;997
2005;1;1;24;0;12.3;0;53;997
2005;1;2;1;0;11;0;64;997
2005;1;2;2;0;9.6;0;69;997
2005;1;2;3;0;8.2;0;77;997
2005;1;2;4;0;7.5;0;82;997
2005;1;2;5;0;6.7;0;84;997
2005;1;2;6;0;6.2;0;84;997
2005;1;2;7;0;5.6;0;90;997
2005;1;2;8;1;5.6;0;88;998
2005;1;2;9;123;7.6;532;79;998
2005;1;2;10;308;10.3;801;69;998
2005;1;2;11;464;13;908;61;998
2005;1;2;12;571;15.2;948;44;998
2005;1;2;13;614;17;959;38;998
2005;1;2;14;589;18.1;949;34;997
2005;1;2;15;499;18.5;913;30;997
2005;1;2;16;356;18.1;828;30;997
2005;1;2;17;177;16.7;384;32;997
2005;1;2;18;8;14.7;0;37;997
2005;1;2;19;0;13.8;0;43;997
2005;1;2;20;0;12.9;0;46;996
2005;1;2;21;0;12;0;52;996
2005;1;2;22;0;11;0;53;996
2005;1;2;23;0;10.1;0;57;996
2005;1;2;24;0;9.2;0;58;996
2005;1;3;1;0;8.7;0;59;996
2005;1;3;2;0;8.3;0;64;995
2005;1;3;3;0;7.8;0;66;995
2005;1;3;4;0;7.6;0;68;995
2005;1;3;5;0;7.3;0;72;995
2005;1;3;6;0;7.2;0;71;995
2005;1;3;7;0;7;0;68;994
2005;1;3;8;1;7.1;0;66;994
2005;1;3;9;72;8.5;50;62;994
2005;1;3;10;194;10.5;137;54;994
2005;1;3;11;305;12.6;160;48;994
2005;1;3;12;408;14.7;340;43;994
2005;1;3;13;428;16.2;309;38;993
2005;1;3;14;429;17.3;337;37;994
2005;1;3;15;365;17.8;334;35;994
2005;1;3;16;272;17.8;382;33;994
2005;1;3;17;132;16.8;208;35;994
2005;1;3;18;7;15.3;0;38;994
2005;1;3;19;0;14.4;0;46;994
2005;1;3;20;0;13.6;0;49;994
2005;1;3;21;0;12.7;0;47;994
2005;1;3;22;0;11.8;0;50;994
2005;1;3;23;0;10.9;0;53;995
2005;1;3;24;0;10;0;58;995
2005;1;4;1;0;9.1;0;63;995
2005;1;4;2;0;8.1;0;70;995
2005;1;4;3;0;7.2;0;80;995
2005;1;4;4;0;6.7;0;77;995
2005;1;4;5;0;6.1;0;81;995
2005;1;4;6;0;5.8;0;84;995
2005;1;4;7;0;5.4;0;81;996
2005;1;4;8;1;5.4;0;80;996
2005;1;4;9;113;7.4;440;75;996
2005;1;4;10;279;10;647;58;996
2005;1;4;11;427;12.7;753;52;996
2005;1;4;12;505;14.8;695;40;996
2005;1;4;13;564;16.5;778;36;996
2005;1;4;14;527;17.6;706;32;996
2005;1;4;15;454;18;721;33;996
2005;1;4;16;331;17.8;680;33;996
2005;1;4;17;165;16.6;318;34;996
2005;1;4;18;11;14.7;0;40;996
2005;1;4;19;0;13.8;0;50;996
2005;1;4;20;0;12.9;0;52;995
2005;1;4;21;0;12;0;55;995
2005;1;4;22;0;11;0;60;995
2005;1;4;23;0;10.1;0;62;995
2005;1;4;24;0;9.2;0;67;995
2005;1;5;1;0;8.6;0;73;995
2005;1;5;2;0;7.8;0;81;995
2005;1;5;3;0;7.1;0;82;995
2005;1;5;4;0;6.8;0;78;995
2005;1;5;5;0;6.4;0;80;994
2005;1;5;6;0;6.1;0;81;994
2005;1;5;7;0;5.9;0;79;994
2005;1;5;8;1;5.9;0;83;994
2005;1;5;9;87;7.4;210;73;994
2005;1;5;10;238;9.8;405;57;994
2005;1;5;11;367;12.1;414;46;994
2005;1;5;12;354;13.4;161;43;994
2005;1;5;13;428;14.7;292;40;993
2005;1;5;14;389;15.4;198;34;993
2005;1;5;15;413;16;455;32;993
2005;1;5;16;268;15.9;334;33;993
2005;1;5;17;121;14.9;159;35;993
2005;1;5;18;2;13.3;0;42;993
2005;1;5;19;0;12.6;0;50;993
2005;1;5;20;0;11.8;0;46;993
2005;1;5;21;0;11.1;0;48;993
2005;1;5;22;0;10.3;0;47;993
2005;1;5;23;0;9.5;0;51;993
2005;1;5;24;0;8.8;0;53;993
2005;1;6;1;0;8.1;0;56;993
2005;1;6;2;0;7.5;0;62;993
2005;1;6;3;0;6.8;0;63;993
2005;1;6;4;0;6.4;0;62;993
2005;1;6;5;0;6.1;0;61;993
2005;1;6;6;0;5.8;0;66;993
2005;1;6;7;0;5.6;0;70;993
2005;1;6;8;1;5.6;0;68;993
2005;1;6;9;78;7;114;61;993
2005;1;6;10;166;8.6;68;56;993
2005;1;6;11;243;10.1;80;49;992
2005;1;6;12;405;12.3;285;43;992
2005;1;6;13;347;13.3;127;40;992
2005;1;6;14;353;14.1;106;37;992
2005;1;6;15;328;14.5;154;40;993
2005;1;6;16;263;14.6;261;39;993
2005;1;6;17;198;14.2;422;39;993
2005;1;6;18;15;12.9;0;41;993
2005;1;6;19;0;12.1;0;41;993
2005;1;6;20;0;11.3;0;44;993
2005;1;6;21;0;10.5;0;46;993
2005;1;6;22;0;9.7;0;50;993
2005;1;6;23;0;8.9;0;50;993
2005;1;6;24;0;8.2;0;50;993
2005;1;7;1;0;7.5;0;46;993
2005;1;7;2;0;6.9;0;49;993
2005;1;7;3;0;6.3;0;53;993
2005;1;7;4;0;6;0;54;993
2005;1;7;5;0;5.6;0;57;994
2005;1;7;6;0;5.4;0;57;994
2005;1;7;7;0;5.2;0;61;994
2005;1;7;8;2;5.3;0;65;994
2005;1;7;9;59;6.4;15;60;994
2005;1;7;10;196;8.5;167;54;994
2005;1;7;11;336;10.8;330;43;994
2005;1;7;12;445;13.1;432;37;994
2005;1;7;13;507;15;550;31;994
2005;1;7;14;482;16.2;486;29;994
2005;1;7;15;356;16.5;244;28;994
2005;1;7;16;319;16.6;510;29;994
2005;1;7;17;155;15.6;244;31;994
2005;1;7;18;3;14;0;35;994
2005;1;7;19;0;13.1;0;46;994
2005;1;7;20;0;12.1;0;47;994
2005;1;7;21;0;11.2;0;53;995
2005;1;7;22;0;10.3;0;58;995
2005;1;7;23;0;9.3;0;62;995
2005;1;7;24;0;8.4;0;67;995
2005;1;8;1;0;7.5;0;69;995
2005;1;8;2;0;6.5;0;81;995
2005;1;8;3;0;5.6;0;88;995
2005;1;8;4;0;5.1;0;95;995
2005;1;8;5;0;4.6;0;98;995
2005;1;8;6;0;4.2;0;96;995
2005;1;8;7;0;3.9;0;98;995
2005;1;8;8;1;3.8;0;100;995
2005;1;8;9;90;5.4;219;88;995
2005;1;8;10;256;7.9;508;76;995
2005;1;8;11;377;10.3;504;64;995
2005;1;8;12;484;12.5;606;51;995
2005;1;8;13;507;14;522;43;995
2005;1;8;14;534;15.3;668;41;995
2005;1;8;15;451;15.8;660;39;995
2005;1;8;16;326;15.7;570;37;995
2005;1;8;17;176;14.6;340;41;995
2005;1;8;18;13;12.9;0;45;995
2005;1;8;19;0;11.9;0;53;995
2005;1;8;20;0;11;0;56;995
2005;1;8;21;0;10;0;58;995
2005;1;8;22;0;9.1;0;64;995
2005;1;8;23;0;8.1;0;64;995
2005;1;8;24;0;7.1;0;71;995
2005;1;9;1;0;6.4;0;73;995
2005;1;9;2;0;5.6;0;77;995
2005;1;9;3;0;4.8;0;78;995
2005;1;9;4;0;4.4;0;78;995
2005;1;9;5;0;4;0;82;995
2005;1;9;6;0;3.8;0;80;995
2005;1;9;7;0;3.5;0;83;995
2005;1;9;8;1;3.5;0;85;994
2005;1;9;9;85;4.9;104;75;994
2005;1;9;10;231;7.2;331;66;994
2005;1;9;11;418;9.9;595;56;994
2005;1;9;12;460;11.9;471;44;994
2005;1;9;13;470;13.2;391;42;994
2005;1;9;14;494;14.3;526;39;994
2005;1;9;15;401;14.7;422;38;994
2005;1;9;16;259;14.3;188;36;994
2005;1;9;17;122;13.1;133;38;994
2005;1;9;18;3;11.4;0;43;994
2005;1;9;19;0;10.8;0;50;994
2005;1;9;20;0;10.1;0;51;994
2005;1;9;21;0;9.4;0;54;994
2005;1;9;22;0;8.7;0;49;993
2005;1;9;23;0;8.1;0;52;993
2005;1;9;24;0;7.4;0;56;993
2005;1;10;1;0;6.9;0;59;993
2005;1;10;2;0;6.3;0;64;993
2005;1;10;3;0;5.8;0;67;993
2005;1;10;4;0;5.5;0;64;993
2005;1;10;5;0;5.2;0;65;993
2005;1;10;6;0;5;0;65;993
2005;1;10;7;0;4.8;0;66;993
2005;1;10;8;1;4.8;0;61;993
