 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;13.8;0;80;987
2005;1;1;2;0;13.8;0;63;987
2005;1;1;3;0;13.6;0;56;987
2005;1;1;4;0;13.5;0;55;987
2005;1;1;5;0;13.4;0;55;987
2005;1;1;6;0;13.3;0;56;987
2005;1;1;7;0;13.2;0;55;987
2005;1;1;8;1;13.3;0;54;987
2005;1;1;9;15;13.6;0;54;987
2005;1;1;10;51;14.1;0;52;987
2005;1;1;11;87;14.7;0;46;987
2005;1;1;12;131;15.4;0;45;987
2005;1;1;13;129;15.9;0;44;987
2005;1;1;14;135;16.3;0;42;987
2005;1;1;15;112;16.4;0;42;988
2005;1;1;16;86;16.5;0;44;988
2005;1;1;17;38;16.2;0;57;988
2005;1;1;18;2;15.7;0;74;988
2005;1;1;19;0;15.2;0;80;988
2005;1;1;20;0;14.8;0;80;988
2005;1;1;21;0;14.2;0;80;989
2005;1;1;22;0;13.8;0;80;989
2005;1;1;23;0;13.4;0;84;989
2005;1;1;24;0;12.9;0;84;989
2005;1;2;1;0;12.1;0;84;989
2005;1;2;2;0;11.2;0;84;989
2005;1;2;3;0;10.4;0;84;989
2005;1;2;4;0;10;0;84;990
2005;1;2;5;0;9.5;0;84;990
2005;1;2;6;0;9.2;0;84;990
2005;1;2;7;0;8.9;0;84;990
2005;1;2;8;1;8.9;0;84;990
2005;1;2;9;63;9.9;22;63;990
2005;1;2;10;165;11.4;56;48;991
2005;1;2;11;252;12.9;79;44;991
2005;1;2;12;262;13.8;26;43;991
2005;1;2;13;304;14.7;44;41;991
2005;1;2;14;281;15.2;31;39;991
2005;1;2;15;278;15.5;86;40;992
2005;1;2;16;185;15.4;54;41;992
2005;1;2;17;85;14.7;28;44;992
2005;1;2;18;2;13.7;0;49;993
2005;1;2;19;0;12.7;0;47;993
2005;1;2;20;0;11.8;0;50;993
2005;1;2;21;0;10.9;0;58;993
2005;1;2;22;0;10;0;64;994
2005;1;2;23;0;9.1;0;64;994
2005;1;2;24;0;8.2;0;70;994
2005;1;3;1;0;7.4;0;77;995
2005;1;3;2;0;6.7;0;80;995
2005;1;3;3;0;5.9;0;79;995
2005;1;3;4;0;5.5;0;82;995
2005;1;3;5;0;5.1;0;83;996
2005;1;3;6;0;4.9;0;82;996
2005;1;3;7;0;4.6;0;90;996
2005;1;3;8;1;4.6;0;90;997
2005;1;3;9;124;7;529;79;997
2005;1;3;10;306;10.2;791;65;997
2005;1;3;11;472;13.5;921;45;998
2005;1;3;12;583;16.3;966;36;998
2005;1;3;13;626;18.4;976;31;998
2005;1;3;14;608;19.9;976;30;998
2005;1;3;15;522;20.5;951;28;998
2005;1;3;16;378;20.3;874;27;998
2005;1;3;17;191;18.8;414;30;998
2005;1;3;18;11;16.6;0;36;998
2005;1;3;19;0;15.6;0;47;998
2005;1;3;20;0;14.6;0;49;997
2005;1;3;21;0;13.6;0;53;997
2005;1;3;22;0;12.5;0;58;997
2005;1;3;23;0;11.5;0;62;997
2005;1;3;24;0;10.5;0;66;997
2005;1;4;1;0;9.6;0;67;997
2005;1;4;2;0;8.6;0;70;997
2005;1;4;3;0;7.6;0;71;997
2005;1;4;4;0;7.1;0;73;997
2005;1;4;5;0;6.6;0;78;996
2005;1;4;6;0;6.2;0;77;996
2005;1;4;7;0;5.9;0;79;996
2005;1;4;8;1;5.8;0;80;996
2005;1;4;9;92;7.5;242;72;996
2005;1;4;10;255;10;506;62;996
2005;1;4;11;380;12.4;494;53;996
2005;1;4;12;480;14.6;570;45;996
2005;1;4;13;522;16.3;631;40;996
2005;1;4;14;481;17.3;523;39;996
2005;1;4;15;432;17.8;618;36;995
2005;1;4;16;308;17.6;524;36;995
2005;1;4;17;156;16.4;277;37;995
2005;1;4;18;9;14.6;0;46;995
2005;1;4;19;0;13.7;0;58;995
2005;1;4;20;0;12.9;0;59;995
2005;1;4;21;0;12;0;63;995
2005;1;4;22;0;11.1;0;65;995
2005;1;4;23;0;10.3;0;67;995
2005;1;4;24;0;9.4;0;73;995
2005;1;5;1;0;8.8;0;67;995
2005;1;5;2;0;8.1;0;68;995
2005;1;5;3;0;7.4;0;71;994
2005;1;5;4;0;7;0;71;994
2005;1;5;5;0;6.7;0;72;994
2005;1;5;6;0;6.4;0;79;994
2005;1;5;7;0;6.1;0;75;994
2005;1;5;8;1;6.1;0;74;994
2005;1;5;9;113;8.3;327;66;994
2005;1;5;10;252;10.8;437;54;994
2005;1;5;11;345;12.9;331;47;994
2005;1;5;12;343;14.2;118;43;994
2005;1;5;13;370;15.2;136;39;994
2005;1;5;14;376;15.9;137;38;993
2005;1;5;15;318;16.1;165;37;993
2005;1;5;16;297;16.2;424;37;993
2005;1;5;17;160;15.4;357;37;993
2005;1;5;18;15;13.9;0;39;993
2005;1;5;19;0;13.3;0;44;992
2005;1;5;20;0;12.6;0;46;992
2005;1;5;21;0;12;0;49;992
2005;1;5;22;0;11.4;0;50;992
2005;1;5;23;0;10.7;0;51;991
2005;1;5;24;0;10.1;0;53;991
2005;1;6;1;0;9.7;0;52;991
2005;1;6;2;0;9.3;0;50;991
2005;1;6;3;0;9;0;50;990
2005;1;6;4;0;8.8;0;50;990
2005;1;6;5;0;8.6;0;52;990
2005;1;6;6;0;8.4;0;48;990
2005;1;6;7;0;8.3;0;50;990
2005;1;6;8;1;8.3;0;49;989
2005;1;6;9;37;9;0;51;989
2005;1;6;10;81;9.8;0;47;989
2005;1;6;11;121;10.5;0;44;989
2005;1;6;12;191;11.5;4;40;988
2005;1;6;13;169;12;0;40;988
2005;1;6;14;171;12.4;0;44;988
2005;1;6;15;157;12.6;0;42;989
2005;1;6;16;123;12.7;0;40;989
2005;1;6;17;86;12.4;18;53;989
2005;1;6;18;6;11.8;0;69;990
2005;1;6;19;0;11.1;0;80;990
2005;1;6;20;0;10.5;0;80;990
2005;1;6;21;0;9.8;0;80;991
2005;1;6;22;0;9.1;0;80;991
2005;1;6;23;0;8.4;0;80;991
2005;1;6;24;0;7.7;0;80;992
2005;1;7;1;0;7.1;0;80;992
2005;1;7;2;0;6.4;0;80;992
2005;1;7;3;0;5.7;0;80;993
2005;1;7;4;0;5.3;0;80;993
2005;1;7;5;0;5;0;64;993
2005;1;7;6;0;4.7;0;55;993
2005;1;7;7;0;4.5;0;55;994
2005;1;7;8;1;4.5;0;56;994
2005;1;7;9;83;6.1;94;53;994
2005;1;7;10;233;8.6;376;47;995
2005;1;7;11;374;11.2;488;40;995
2005;1;7;12;477;13.6;574;35;995
2005;1;7;13;529;15.5;622;33;996
2005;1;7;14;507;16.7;619;28;995
2005;1;7;15;406;17.1;450;28;995
2005;1;7;16;323;17.1;578;28;995
2005;1;7;17;161;15.9;277;31;995
2005;1;7;18;7;14.1;0;38;994
2005;1;7;19;0;13.3;0;49;994
2005;1;7;20;0;12.6;0;49;994
2005;1;7;21;0;11.9;0;51;994
2005;1;7;22;0;11.2;0;53;993
2005;1;7;23;0;10.5;0;55;993
2005;1;7;24;0;9.7;0;57;993
2005;1;8;1;0;9.2;0;54;993
2005;1;8;2;0;8.6;0;56;992
2005;1;8;3;0;8;0;58;992
2005;1;8;4;0;7.7;0;57;992
2005;1;8;5;0;7.4;0;63;992
2005;1;8;6;0;7.2;0;68;991
2005;1;8;7;0;7;0;70;991
2005;1;8;8;1;7;0;71;991
2005;1;8;9;21;7.3;0;80;991
2005;1;8;10;64;8;0;80;990
2005;1;8;11;82;8.5;0;62;990
2005;1;8;12;55;8.6;0;63;990
2005;1;8;13;95;8.9;0;64;990
2005;1;8;14;442;11;303;60;990
2005;1;8;15;445;12.5;562;52;990
2005;1;8;16;281;13.1;329;50;990
2005;1;8;17;118;12.8;123;50;990
2005;1;8;18;3;11.9;0;53;990
2005;1;8;19;0;11.3;0;52;990
2005;1;8;20;0;10.8;0;53;990
2005;1;8;21;0;10.3;0;57;990
2005;1;8;22;0;9.8;0;60;990
2005;1;8;23;0;9.3;0;65;990
2005;1;8;24;0;8.8;0;66;990
2005;1;9;1;0;8.3;0;75;990
2005;1;9;2;0;7.7;0;76;990
2005;1;9;3;0;7.2;0;76;989
2005;1;9;4;0;7;0;74;989
2005;1;9;5;0;6.7;0;80;989
2005;1;9;6;0;6.6;0;84;989
2005;1;9;7;0;6.4;0;84;989
2005;1;9;8;1;6.4;0;84;989
2005;1;9;9;19;6.8;0;81;989
2005;1;9;10;47;7.2;0;80;989
2005;1;9;11;56;7.6;0;71;989
2005;1;9;12;57;7.8;0;68;989
2005;1;9;13;51;7.8;0;65;989
2005;1;9;14;428;10;264;56;989
2005;1;9;15;377;11.4;331;50;989
2005;1;9;16;278;12;350;52;989
2005;1;9;17;138;11.9;217;53;989
2005;1;9;18;9;11.1;0;54;989
2005;1;9;19;0;10.7;0;58;989
2005;1;9;20;0;10.3;0;59;989
2005;1;9;21;0;9.8;0;64;989
2005;1;9;22;0;9.4;0;68;989
2005;1;9;23;0;9;0;70;989
2005;1;9;24;0;8.6;0;69;989
2005;1;10;1;0;8.1;0;70;989
2005;1;10;2;0;7.8;0;72;989
2005;1;10;3;0;7.4;0;76;989
2005;1;10;4;0;7.2;0;80;989
2005;1;10;5;0;7.1;0;81;989
2005;1;10;6;0;7;0;76;989
2005;1;10;7;0;6.9;0;73;989
2005;1;10;8;1;6.9;0;69;989
2005;1;10;9;10;7.1;0;69;989
2005;1;10;10;39;7.6;0;71;989
2005;1;10;11;67;8.1;0;80;989
2005;1;10;12;76;8.6;0;67;989
2005;1;10;13;65;8.8;0;68;989
2005;1;10;14;424;11;264;59;990
2005;1;10;15;370;12.4;304;54;990
2005;1;10;16;266;13.1;189;52;990
2005;1;10;17;143;13.1;202;54;991
2005;1;10;18;9;12.3;0;55;991
2005;1;10;19;0;11.5;0;58;991
2005;1;10;20;0;10.8;0;60;992
2005;1;10;21;0;10;0;66;992
2005;1;10;22;0;9.3;0;66;992
2005;1;10;23;0;8.5;0;61;993
2005;1;10;24;0;7.8;0;59;993
2005;1;11;1;0;6.9;0;60;993
2005;1;11;2;0;6;0;64;994
2005;1;11;3;0;5;0;67;994
2005;1;11;4;0;4.5;0;70;994
2005;1;11;5;0;4.1;0;73;995
2005;1;11;6;0;3.7;0;80;995
2005;1;11;7;0;3.4;0;80;995
2005;1;11;8;1;3.4;0;80;995
2005;1;11;9;109;5.4;388;67;996
2005;1;11;10;283;8.3;652;59;996
2005;1;11;11;432;11.1;747;50;996
2005;1;11;12;539;13.6;802;37;997
2005;1;11;13;593;15.6;828;32;997
2005;1;11;14;593;17.1;907;29;997
2005;1;11;15;511;17.7;881;28;997
2005;1;11;16;366;17.6;768;30;997
2005;1;11;17;191;16.3;383;31;997
2005;1;11;18;15;14.2;0;35;997
2005;1;11;19;0;13.1;0;43;996
2005;1;11;20;0;12.1;0;45;996
2005;1;11;21;0;11;0;49;996
2005;1;11;22;0;9.9;0;53;996
2005;1;11;23;0;8.9;0;56;996
2005;1;11;24;0;7.8;0;59;996
2005;1;12;1;0;6.9;0;64;996
2005;1;12;2;0;5.8;0;71;996
2005;1;12;3;0;4.8;0;75;996
2005;1;12;4;0;4.1;0;79;995
2005;1;12;5;0;3.5;0;79;995
2005;1;12;6;0;3.1;0;84;995
2005;1;12;7;0;2.6;0;91;995
2005;1;12;8;1;2.4;0;97;995
2005;1;12;9;95;3.7;216;85;995
2005;1;12;10;235;5.4;366;76;995
2005;1;12;11;374;7.2;469;66;995
2005;1;12;12;470;8.8;504;53;995
2005;1;12;13;484;9.8;412;46;994
2005;1;12;14;429;10.3;297;45;994
2005;1;12;15;391;10.5;375;45;995
2005;1;12;16;298;10.3;412;44;995
2005;1;12;17;173;9.4;342;50;995
2005;1;12;18;19;7.9;0;55;995
2005;1;12;19;0;7.1;0;58;995
2005;1;12;20;0;6.2;0;60;995
2005;1;12;21;0;5.3;0;65;995
2005;1;12;22;0;4.4;0;66;995
2005;1;12;23;0;3.5;0;68;995
2005;1;12;24;0;2.6;0;73;995
2005;1;13;1;0;2.5;0;76;995
2005;1;13;2;0;2.3;0;78;995
2005;1;13;3;0;2.1;0;78;995
2005;1;13;4;0;1.9;0;79;995
2005;1;13;5;0;1.8;0;81;995
2005;1;13;6;0;1.7;0;82;995
2005;1;13;7;0;1.6;0;82;996
2005;1;13;8;1;1.6;0;88;996
2005;1;13;9;111;3.6;383;79;996
2005;1;13;10;253;5.9;468;69;996
2005;1;13;11;418;8.6;624;61;996
2005;1;13;12;543;11.1;789;46;996
2005;1;13;13;607;13.1;811;40;996
2005;1;13;14;532;14.2;639;37;996
2005;1;13;15;448;14.6;592;34;996
2005;1;13;16;320;14.2;486;34;995
2005;1;13;17;151;12.9;211;38;995
2005;1;13;18;10;11;0;42;995
2005;1;13;19;0;10.3;0;50;995
2005;1;13;20;0;9.7;0;53;994
2005;1;13;21;0;9;0;53;994
2005;1;13;22;0;8.4;0;61;994
2005;1;13;23;0;7.8;0;61;994
2005;1;13;24;0;7.1;0;61;994
2005;1;14;1;0;6.7;0;63;993
2005;1;14;2;0;6.3;0;60;993
2005;1;14;3;0;5.8;0;65;993
2005;1;14;4;0;5.6;0;65;993
2005;1;14;5;0;5.4;0;65;993
2005;1;14;6;0;5.2;0;62;992
2005;1;14;7;0;5.1;0;62;992
2005;1;14;8;1;5.1;0;62;992
2005;1;14;9;61;6.3;16;58;992
2005;1;14;10;154;7.9;26;51;991
2005;1;14;11;199;9.2;15;50;991
2005;1;14;12;282;10.6;33;46;991
2005;1;14;13;302;11.7;36;41;991
2005;1;14;14;318;12.5;81;38;991
2005;1;14;15;266;12.9;36;37;991
2005;1;14;16;231;13.1;102;37;991
2005;1;14;17;125;12.5;109;38;991
2005;1;14;18;4;11.3;0;41;991
2005;1;14;19;0;10.7;0;41;991
2005;1;14;20;0;10.1;0;44;991
2005;1;14;21;0;9.5;0;45;991
2005;1;14;22;0;8.9;0;48;991
2005;1;14;23;0;8.2;0;50;991
2005;1;14;24;0;7.6;0;53;991
2005;1;15;1;0;7.1;0;58;991
2005;1;15;2;0;6.5;0;59;991
2005;1;15;3;0;5.8;0;59;991
2005;1;15;4;0;5.5;0;55;991
2005;1;15;5;0;5.2;0;59;991
2005;1;15;6;0;5;0;56;991
2005;1;15;7;0;4.8;0;52;991
2005;1;15;8;2;4.8;0;50;991
2005;1;15;9;77;6.2;91;49;991
2005;1;15;10;236;8.6;326;43;991
2005;1;15;11;251;10;80;42;991
2005;1;15;12;340;11.5;94;41;991
2005;1;15;13;391;12.8;176;39;991
2005;1;15;14;212;12.7;15;37;991
2005;1;15;15;252;12.9;38;40;992
2005;1;15;16;215;12.8;72;37;992
2005;1;15;17;100;12;26;39;992
2005;1;15;18;4;10.8;0;39;992
2005;1;15;19;0;10;0;40;992
2005;1;15;20;0;9.2;0;42;993
2005;1;15;21;0;8.4;0;46;993
2005;1;15;22;0;7.7;0;50;993
2005;1;15;23;0;6.9;0;53;993
2005;1;15;24;0;6.1;0;54;994
2005;1;16;1;0;5.4;0;58;994
2005;1;16;2;0;4.7;0;58;994
2005;1;16;3;0;4;0;58;994
2005;1;16;4;0;3.6;0;60;994
2005;1;16;5;0;3.2;0;65;995
2005;1;16;6;0;2.9;0;69;995
2005;1;16;7;0;2.6;0;78;995
2005;1;16;8;1;2.5;0;78;995
2005;1;16;9;108;4.5;374;67;996
2005;1;16;10;284;7.3;623;54;996
2005;1;16;11;432;10.1;712;48;996
2005;1;16;12;543;12.6;778;43;996
2005;1;16;13;586;14.5;775;37;996
2005;1;16;14;553;15.6;689;34;996
2005;1;16;15;461;16;590;30;996
2005;1;16;16;367;15.9;702;31;996
2005;1;16;17;203;14.7;394;36;995
2005;1;16;18;20;12.7;0;42;995
2005;1;16;19;0;12;0;52;995
2005;1;16;20;0;11.3;0;54;995
2005;1;16;21;0;10.6;0;58;994
2005;1;16;22;0;9.9;0;62;994
2005;1;16;23;0;9.2;0;65;994
2005;1;16;24;0;8.5;0;67;994
2005;1;17;1;0;8.2;0;64;994
2005;1;17;2;0;8;0;66;993
2005;1;17;3;0;7.8;0;65;993
2005;1;17;4;0;7.7;0;64;993
2005;1;17;5;0;7.7;0;65;993
2005;1;17;6;0;7.7;0;75;992
2005;1;17;7;0;7.7;0;78;992
2005;1;17;8;2;7.8;0;77;992
2005;1;17;9;98;9.2;247;69;992
2005;1;17;10;251;11.2;391;66;991
2005;1;17;11;540;14.2;802;58;991
2005;1;17;12;557;16.1;664;49;991
2005;1;17;13;269;16.1;75;52;991
2005;1;17;14;52;14.6;0;55;991
2005;1;17;15;45;13.5;0;54;991
2005;1;17;16;33;12.7;0;54;991
2005;1;17;17;18;11.9;0;54;992
2005;1;17;18;4;11.2;0;57;992
2005;1;17;19;0;10.8;0;57;992
2005;1;17;20;0;10.4;0;56;993
2005;1;17;21;0;10;0;57;993
2005;1;17;22;0;9.6;0;57;993
2005;1;17;23;0;9.2;0;62;993
2005;1;17;24;0;8.8;0;61;994
2005;1;18;1;0;7.9;0;70;994
2005;1;18;2;0;6.9;0;73;994
2005;1;18;3;0;6;0;82;995
2005;1;18;4;0;5.5;0;86;995
2005;1;18;5;0;5;0;87;995
2005;1;18;6;0;4.7;0;85;995
2005;1;18;7;0;4.4;0;83;996
2005;1;18;8;1;4.4;0;80;996
2005;1;18;9;120;6.7;462;68;996
2005;1;18;10;298;9.7;685;52;996
2005;1;18;11;463;12.9;817;40;997
2005;1;18;12;578;15.6;892;32;997
2005;1;18;13;623;17.8;888;27;997
2005;1;18;14;606;19.2;882;24;997
2005;1;18;15;529;19.9;867;22;997
2005;1;18;16;389;19.7;783;23;997
2005;1;18;17;214;18.4;427;24;997
2005;1;18;18;22;16.2;0;30;997
2005;1;18;19;0;15.1;0;36;997
2005;1;18;20;0;14.1;0;38;997
2005;1;18;21;0;13;0;42;997
2005;1;18;22;0;11.9;0;44;997
2005;1;18;23;0;10.9;0;48;997
2005;1;18;24;0;9.8;0;55;997
2005;1;19;1;0;8.9;0;56;997
2005;1;19;2;0;8;0;58;997
2005;1;19;3;0;7.1;0;65;997
2005;1;19;4;0;6.6;0;65;997
2005;1;19;5;0;6.1;0;65;997
2005;1;19;6;0;5.8;0;69;997
2005;1;19;7;0;5.5;0;71;998
2005;1;19;8;1;5.5;0;71;998
2005;1;19;9;122;7.8;468;60;998
2005;1;19;10;307;11;737;42;998
2005;1;19;11;471;14.2;858;33;998
2005;1;19;12;580;16.9;890;28;998
2005;1;19;13;627;19.1;893;24;998
2005;1;19;14;616;20.5;904;21;998
2005;1;19;15;529;21.2;834;21;997
2005;1;19;16;385;21;744;20;997
2005;1;19;17;209;19.6;382;22;997
2005;1;19;18;23;17.4;0;27;997
2005;1;19;19;0;16.3;0;34;997
2005;1;19;20;0;15.2;0;38;997
2005;1;19;21;0;14;0;38;997
2005;1;19;22;0;12.9;0;42;997
2005;1;19;23;0;11.8;0;46;997
2005;1;19;24;0;10.7;0;47;997
2005;1;20;1;0;9.7;0;51;997
2005;1;20;2;0;8.7;0;55;997
2005;1;20;3;0;7.6;0;58;997
2005;1;20;4;0;7.1;0;59;997
2005;1;20;5;0;6.5;0;60;997
2005;1;20;6;0;6.1;0;61;997
2005;1;20;7;0;5.7;0;69;997
2005;1;20;8;1;5.7;0;66;997
2005;1;20;9;124;8;479;57;997
2005;1;20;10;299;11;685;47;997
2005;1;20;11;432;13.8;665;41;997
2005;1;20;12;514;16.1;631;37;997
2005;1;20;13;567;17.9;668;32;997
2005;1;20;14;576;19.2;728;30;997
2005;1;20;15;521;19.9;808;27;997
2005;1;20;16;391;19.9;760;27;997
2005;1;20;17;215;18.8;423;28;996
2005;1;20;18;27;16.7;0;34;996
2005;1;20;19;0;15.7;0;43;996
2005;1;20;20;0;14.8;0;49;996
2005;1;20;21;0;13.9;0;51;996
2005;1;20;22;0;12.9;0;53;996
2005;1;20;23;0;12;0;58;996
2005;1;20;24;0;11.1;0;66;996
2005;1;21;1;0;10.4;0;65;996
2005;1;21;2;0;9.7;0;73;996
2005;1;21;3;0;9;0;77;996
2005;1;21;4;0;8.7;0;77;996
2005;1;21;5;0;8.3;0;80;996
2005;1;21;6;0;8;0;85;996
2005;1;21;7;0;7.8;0;87;996
2005;1;21;8;7;8;0;91;996
2005;1;21;9;136;10.4;440;78;995
2005;1;21;10;297;13.3;630;60;995
2005;1;21;11;447;16.1;736;48;995
2005;1;21;12;548;18.5;696;37;995
2005;1;21;13;514;19.9;436;35;995
2005;1;21;14;495;20.8;414;32;995
2005;1;21;15;345;20.7;152;34;995
2005;1;21;16;246;19.9;96;35;994
2005;1;21;17;152;18.7;162;37;994
2005;1;21;18;17;16.8;0;42;994
2005;1;21;19;0;16.4;0;51;993
2005;1;21;20;0;16;0;53;993
2005;1;21;21;0;15.6;0;51;993
2005;1;21;22;0;15.2;0;55;992
2005;1;21;23;0;14.8;0;58;992
2005;1;21;24;0;14.4;0;61;992
2005;1;22;1;0;14.3;0;61;991
