 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;12.6;0;60;993
2005;1;1;2;0;12.5;0;60;993
2005;1;1;3;0;12.3;0;58;993
2005;1;1;4;0;12.3;0;62;993
2005;1;1;5;0;12.3;0;61;993
2005;1;1;6;0;12.3;0;62;993
2005;1;1;7;0;12.3;0;59;993
2005;1;1;8;1;12.5;0;60;993
2005;1;1;9;115;14.4;165;53;993
2005;1;1;10;268;16.8;431;43;993
2005;1;1;11;402;19;498;40;993
2005;1;1;12;518;21.2;669;32;993
2005;1;1;13;536;22.8;648;30;993
2005;1;1;14;525;23.9;703;28;993
2005;1;1;15;438;23;674;30;993
2005;1;1;16;313;23;658;29;993
2005;1;1;17;140;23.2;284;30;992
2005;1;1;18;5;21.7;0;31;992
2005;1;1;19;0;21;0;38;992
2005;1;1;20;0;20.4;0;41;992
2005;1;1;21;0;19.7;0;44;991
2005;1;1;22;0;19;0;48;991
2005;1;1;23;0;18.4;0;51;991
2005;1;1;24;0;17.7;0;51;991
2005;1;2;1;0;16.6;0;53;990
2005;1;2;2;0;15.4;0;59;990
2005;1;2;3;0;14.2;0;60;990
2005;1;2;4;0;13.6;0;65;990
2005;1;2;5;0;12.9;0;66;989
2005;1;2;6;0;12.5;0;70;989
2005;1;2;7;0;12;0;73;989
2005;1;2;8;1;12;0;69;989
2005;1;2;9;69;12.7;7;63;988
2005;1;2;10;157;13.5;26;56;988
2005;1;2;11;229;14.3;27;55;988
2005;1;2;12;247;14.9;17;51;988
2005;1;2;13;275;15.3;29;53;987
2005;1;2;14;254;15.5;19;53;987
2005;1;2;15;235;15.6;29;52;988
2005;1;2;16;156;15.3;18;49;988
2005;1;2;17;69;14.8;0;51;988
2005;1;2;18;2;14.1;0;51;988
2005;1;2;19;0;13.4;0;54;988
2005;1;2;20;0;12.8;0;56;988
2005;1;2;21;0;12.1;0;57;988
2005;1;2;22;0;11.4;0;60;989
2005;1;2;23;0;10.8;0;63;989
2005;1;2;24;0;10.1;0;63;989
2005;1;3;1;0;9.8;0;66;989
2005;1;3;2;0;9.6;0;70;989
2005;1;3;3;0;9.4;0;69;989
2005;1;3;4;0;9.3;0;67;989
2005;1;3;5;0;9.2;0;65;990
2005;1;3;6;0;9.1;0;64;990
2005;1;3;7;0;9;0;63;990
2005;1;3;8;3;9.1;0;63;990
2005;1;3;9;108;11.1;193;55;990
2005;1;3;10;206;13;115;47;990
2005;1;3;11;289;14.7;126;39;990
2005;1;3;12;448;17;358;35;991
2005;1;3;13;388;18.1;169;32;991
2005;1;3;14;385;18.8;148;29;991
2005;1;3;15;348;19.3;205;28;991
2005;1;3;16;268;19.3;350;25;991
2005;1;3;17;182;18.7;410;27;991
2005;1;3;18;9;17.3;0;33;991
2005;1;3;19;0;16.5;0;38;991
2005;1;3;20;0;15.8;0;41;991
2005;1;3;21;0;15;0;43;991
2005;1;3;22;0;14.3;0;48;991
2005;1;3;23;0;13.6;0;50;991
2005;1;3;24;0;12.8;0;52;991
2005;1;4;1;0;12;0;57;991
2005;1;4;2;0;11.2;0;59;990
2005;1;4;3;0;10.4;0;62;990
2005;1;4;4;0;9.9;0;61;990
2005;1;4;5;0;9.5;0;63;990
2005;1;4;6;0;9.2;0;60;990
2005;1;4;7;0;8.8;0;61;990
2005;1;4;8;4;8.9;0;60;990
2005;1;4;9;79;10;40;53;990
2005;1;4;10;201;11.6;102;45;990
2005;1;4;11;312;13.3;135;39;990
2005;1;4;12;392;14.7;161;35;990
2005;1;4;13;430;15.9;221;32;990
2005;1;4;14;405;16.6;175;33;990
2005;1;4;15;310;16.7;130;34;990
2005;1;4;16;248;16.6;285;35;990
2005;1;4;17;114;15.7;176;35;990
2005;1;4;18;2;14.5;0;38;990
2005;1;4;19;0;13.8;0;42;990
2005;1;4;20;0;13.1;0;43;990
2005;1;4;21;0;12.4;0;44;990
2005;1;4;22;0;11.7;0;44;990
2005;1;4;23;0;11;0;47;990
2005;1;4;24;0;10.3;0;47;990
2005;1;5;1;0;9.8;0;48;990
2005;1;5;2;0;9.3;0;47;990
2005;1;5;3;0;8.9;0;46;990
2005;1;5;4;0;8.6;0;45;990
2005;1;5;5;0;8.4;0;45;990
2005;1;5;6;0;8.3;0;45;990
2005;1;5;7;0;8.1;0;46;990
2005;1;5;8;2;8.2;0;48;990
2005;1;5;9;90;9.7;90;44;990
2005;1;5;10;210;11.5;123;41;990
2005;1;5;11;340;13.4;196;33;990
2005;1;5;12;383;14.9;146;29;990
2005;1;5;13;395;16;180;28;990
2005;1;5;14;393;16.7;155;27;990
2005;1;5;15;319;17;134;28;990
2005;1;5;16;208;16.6;99;28;990
2005;1;5;17;93;15.7;64;30;991
2005;1;5;18;2;14.5;0;30;991
2005;1;5;19;0;13.7;0;35;991
2005;1;5;20;0;12.8;0;37;991
2005;1;5;21;0;12;0;40;991
2005;1;5;22;0;11.2;0;44;991
2005;1;5;23;0;10.4;0;49;992
2005;1;5;24;0;9.6;0;54;992
2005;1;6;1;0;8.8;0;57;992
2005;1;6;2;0;7.9;0;58;992
2005;1;6;3;0;7;0;60;992
2005;1;6;4;0;6.5;0;60;993
2005;1;6;5;0;6.1;0;69;993
2005;1;6;6;0;5.7;0;68;993
2005;1;6;7;0;5.4;0;74;993
2005;1;6;8;3;5.5;0;73;993
2005;1;6;9;137;7.6;270;61;993
2005;1;6;10;310;10.2;655;52;994
2005;1;6;11;451;12.6;732;41;994
2005;1;6;12;568;14.8;841;36;994
2005;1;6;13;610;16.4;891;33;994
2005;1;6;14;592;17.5;919;31;994
2005;1;6;15;494;17.9;849;30;994
2005;1;6;16;338;17.5;738;31;994
2005;1;6;17;157;16.2;309;32;994
2005;1;6;18;7;14.3;0;40;994
2005;1;6;19;0;13.6;0;49;993
2005;1;6;20;0;12.8;0;51;993
2005;1;6;21;0;12.1;0;52;993
2005;1;6;22;0;11.3;0;54;993
2005;1;6;23;0;10.6;0;55;993
2005;1;6;24;0;9.8;0;58;993
2005;1;7;1;0;9.3;0;60;993
2005;1;7;2;0;8.7;0;62;993
2005;1;7;3;0;8.1;0;66;992
2005;1;7;4;0;7.8;0;66;992
2005;1;7;5;0;7.5;0;68;992
2005;1;7;6;0;7.2;0;71;992
2005;1;7;7;0;7;0;71;992
2005;1;7;8;2;7.1;0;73;992
2005;1;7;9;112;8.8;190;66;992
2005;1;7;10;259;11;382;54;991
2005;1;7;11;368;13;374;49;991
2005;1;7;12;411;14.5;197;46;991
2005;1;7;13;462;15.7;352;41;991
2005;1;7;14;428;16.4;307;39;991
2005;1;7;15;405;16.9;455;38;990
2005;1;7;16;258;16.6;278;39;990
2005;1;7;17;108;15.4;120;45;990
2005;1;7;18;2;14;0;50;990
2005;1;7;19;0;13.5;0;60;989
2005;1;7;20;0;13.1;0;58;989
2005;1;7;21;0;12.7;0;60;989
2005;1;7;22;0;12.2;0;63;988
2005;1;7;23;0;11.8;0;66;988
2005;1;7;24;0;11.4;0;68;988
2005;1;8;1;0;11.1;0;64;987
2005;1;8;2;0;10.8;0;80;987
2005;1;8;3;0;10.5;0;80;987
2005;1;8;4;0;10.3;0;84;986
2005;1;8;5;0;10.2;0;84;986
2005;1;8;6;0;10.1;0;85;986
2005;1;8;7;0;10;0;87;985
2005;1;8;8;1;10;0;84;985
2005;1;8;9;28;10.4;0;80;985
2005;1;8;10;68;10.9;0;80;985
2005;1;8;11;95;11.4;0;71;984
2005;1;8;12;106;11.7;0;71;984
2005;1;8;13;121;12;0;71;984
2005;1;8;14;119;12.2;0;65;984
