 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;13.7;0;61;911
2005;1;1;2;0;13.5;0;62;911
2005;1;1;3;0;13.2;0;61;911
2005;1;1;4;0;13.1;0;61;911
2005;1;1;5;0;13;0;60;911
2005;1;1;6;0;12.9;0;62;911
2005;1;1;7;0;12.8;0;61;911
2005;1;1;8;0;12.8;0;59;911
2005;1;1;9;19;13.1;0;60;911
2005;1;1;10;119;14.1;90;57;911
2005;1;1;11;203;15;78;50;911
2005;1;1;12;276;15.8;99;49;911
2005;1;1;13;322;16.4;121;48;911
2005;1;1;14;306;16.8;112;46;911
2005;1;1;15;235;16.9;63;47;911
2005;1;1;16;164;16.7;32;50;911
2005;1;1;17;80;16.2;31;53;911
2005;1;1;18;2;15.6;0;56;911
2005;1;1;19;0;15.2;0;56;911
2005;1;1;20;0;14.8;0;58;911
2005;1;1;21;0;14.4;0;60;910
2005;1;1;22;0;14.1;0;59;910
2005;1;1;23;0;13.7;0;55;910
2005;1;1;24;0;13.3;0;58;910
2005;1;2;1;0;12.3;0;79;910
2005;1;2;2;0;12.4;0;82;910
2005;1;2;3;0;12;0;82;910
2005;1;2;4;0;11.8;0;82;910
2005;1;2;5;0;11.5;0;82;910
2005;1;2;6;0;11.3;0;82;910
2005;1;2;7;0;11.1;0;82;910
2005;1;2;8;0;10.9;0;82;909
2005;1;2;9;6;11;0;82;909
2005;1;2;10;19;11;0;78;909
2005;1;2;11;212;12.1;130;78;909
2005;1;2;12;270;12.8;90;67;909
2005;1;2;13;297;13.3;92;65;909
2005;1;2;14;204;13.4;15;65;909
2005;1;2;15;209;13.4;26;69;909
2005;1;2;16;133;13.2;8;71;909
2005;1;2;17;72;12.9;5;74;909
2005;1;2;18;3;12.3;0;85;909
2005;1;2;19;0;12;0;85;909
2005;1;2;20;0;12.1;0;83;909
2005;1;2;21;0;11.9;0;91;909
2005;1;2;22;0;11.8;0;96;909
2005;1;2;23;0;11.7;0;97;909
2005;1;2;24;0;11.5;0;97;909
2005;1;3;1;0;11.4;0;96;909
2005;1;3;2;0;10.8;0;97;909
2005;1;3;3;0;11.5;0;97;909
2005;1;3;4;0;11.8;0;97;909
2005;1;3;5;0;11.8;0;96;909
2005;1;3;6;0;11.9;0;97;909
2005;1;3;7;0;12;0;97;909
2005;1;3;8;0;12;0;97;909
2005;1;3;9;14;12.4;0;97;909
2005;1;3;10;96;13.4;14;94;909
2005;1;3;11;160;14.3;20;83;909
2005;1;3;12;210;15;25;79;909
2005;1;3;13;249;15.7;30;78;910
2005;1;3;14;265;16.2;56;78;910
2005;1;3;15;233;16.5;58;68;910
2005;1;3;16;155;16.4;24;63;910
2005;1;3;17;76;16;15;78;910
2005;1;3;18;3;15.4;0;78;910
2005;1;3;19;0;15;0;78;910
2005;1;3;20;0;14.3;0;82;910
2005;1;3;21;0;14.3;0;83;910
2005;1;3;22;0;13.9;0;85;910
2005;1;3;23;0;13.5;0;86;910
2005;1;3;24;0;13.2;0;87;910
2005;1;4;1;0;12.6;0;85;910
2005;1;4;2;0;12;0;85;910
2005;1;4;3;0;11.4;0;83;910
2005;1;4;4;0;11.1;0;84;910
2005;1;4;5;0;10.7;0;87;911
2005;1;4;6;0;10.4;0;86;911
2005;1;4;7;0;10.2;0;77;911
2005;1;4;8;0;10;0;76;911
2005;1;4;9;24;10.3;0;74;911
2005;1;4;10;164;11.2;274;72;911
2005;1;4;11;267;12;329;69;911
2005;1;4;12;382;12.8;470;65;911
2005;1;4;13;404;13.3;416;63;911
2005;1;4;14;397;13.6;362;64;911
2005;1;4;15;218;13.4;60;62;911
2005;1;4;16;112;12.9;0;63;912
2005;1;4;17;16;12.3;0;61;912
2005;1;4;18;3;11.7;0;67;912
2005;1;4;19;0;11.2;0;75;912
2005;1;4;20;0;10.7;0;74;912
2005;1;4;21;0;10.2;0;78;913
2005;1;4;22;0;9.7;0;78;913
2005;1;4;23;0;9.2;0;78;913
2005;1;4;24;0;8.7;0;83;913
2005;1;5;1;0;8.3;0;77;914
2005;1;5;2;0;7.9;0;76;914
2005;1;5;3;0;7.5;0;78;914
2005;1;5;4;0;7.3;0;76;914
2005;1;5;5;0;7.1;0;77;914
2005;1;5;6;0;6.9;0;81;915
2005;1;5;7;0;6.7;0;77;915
2005;1;5;8;0;6.6;0;77;915
2005;1;5;9;29;7.2;0;75;915
2005;1;5;10;218;9.1;453;66;915
2005;1;5;11;372;10.7;857;60;916
2005;1;5;12;480;12.1;911;52;916
2005;1;5;13;537;13.1;937;46;916
2005;1;5;14;530;13.8;934;45;916
2005;1;5;15;462;14.1;909;43;916
2005;1;5;16;341;13.9;838;44;915
2005;1;5;17;180;13.2;404;44;915
2005;1;5;18;12;12;0;46;915
2005;1;5;19;0;11.5;0;50;915
2005;1;5;20;0;11;0;51;915
2005;1;5;21;0;10.5;0;54;914
2005;1;5;22;0;10;0;55;914
2005;1;5;23;0;9.4;0;55;914
2005;1;5;24;0;8.9;0;57;914
2005;1;6;1;0;8.5;0;54;913
2005;1;6;2;0;7.9;0;52;913
2005;1;6;3;0;7.4;0;53;913
2005;1;6;4;0;7.1;0;53;913
2005;1;6;5;0;6.9;0;55;913
2005;1;6;6;0;6.6;0;53;912
2005;1;6;7;0;6.4;0;55;912
2005;1;6;8;0;6.1;0;54;912
2005;1;6;9;22;6.5;0;59;912
2005;1;6;10;130;7.5;133;54;912
2005;1;6;11;211;8.3;111;51;911
2005;1;6;12;370;9.4;382;46;911
2005;1;6;13;324;9.9;146;48;911
2005;1;6;14;337;10.3;152;53;911
2005;1;6;15;322;10.4;211;51;911
2005;1;6;16;266;10.4;387;49;911
2005;1;6;17;208;10.2;422;50;911
2005;1;6;18;17;9.4;0;50;911
2005;1;6;19;0;9.1;0;52;910
2005;1;6;20;0;8.8;0;54;910
2005;1;6;21;0;8.4;0;56;910
2005;1;6;22;0;8.1;0;58;910
2005;1;6;23;0;7.8;0;56;910
2005;1;6;24;0;7.4;0;55;910
2005;1;7;1;0;7.3;0;56;910
2005;1;7;2;0;7.2;0;59;910
2005;1;7;3;0;7.1;0;60;910
2005;1;7;4;0;7.1;0;57;910
2005;1;7;5;0;7;0;61;910
2005;1;7;6;0;7;0;62;910
2005;1;7;7;0;6.9;0;63;909
2005;1;7;8;0;6.9;0;62;909
2005;1;7;9;13;7.2;0;63;909
2005;1;7;10;120;8.4;90;60;909
2005;1;7;11;214;9.4;93;60;909
2005;1;7;12;266;10.3;80;59;909
2005;1;7;13;266;10.8;37;62;909
2005;1;7;14;284;11.2;70;56;909
2005;1;7;15;239;11.3;63;56;909
2005;1;7;16;209;11.4;124;55;909
2005;1;7;17;98;10.9;73;57;909
2005;1;7;18;3;10.3;0;63;909
2005;1;7;19;0;9.9;0;69;909
2005;1;7;20;0;9.6;0;68;909
2005;1;7;21;0;9.3;0;67;909
2005;1;7;22;0;9;0;68;909
2005;1;7;23;0;8.7;0;69;909
2005;1;7;24;0;8.4;0;69;909
2005;1;8;1;0;8;0;66;909
2005;1;8;2;0;7.6;0;68;909
2005;1;8;3;0;7.2;0;68;909
2005;1;8;4;0;7;0;67;909
2005;1;8;5;0;6.8;0;72;909
2005;1;8;6;0;6.6;0;75;909
2005;1;8;7;0;6.4;0;77;909
2005;1;8;8;0;6.3;0;78;909
2005;1;8;9;18;6.6;0;73;909
2005;1;8;10;128;7.6;122;70;909
2005;1;8;11;210;8.3;85;65;909
2005;1;8;12;280;9.1;97;65;909
2005;1;8;13;299;9.5;82;65;909
2005;1;8;14;264;9.7;37;68;909
2005;1;8;15;231;9.8;37;64;909
2005;1;8;16;190;9.7;74;63;909
2005;1;8;17;101;9.3;79;64;909
2005;1;8;18;3;8.7;0;67;909
2005;1;8;19;0;8.3;0;65;909
2005;1;8;20;0;8;0;66;909
2005;1;8;21;0;7.6;0;69;909
2005;1;8;22;0;7.3;0;73;909
2005;1;8;23;0;6.9;0;78;909
2005;1;8;24;0;6.6;0;79;908
2005;1;9;1;0;6.4;0;88;908
2005;1;9;2;0;6.1;0;88;908
2005;1;9;3;0;5.9;0;86;908
2005;1;9;4;0;5.8;0;84;908
2005;1;9;5;0;5.7;0;81;908
2005;1;9;6;0;5.6;0;79;908
2005;1;9;7;0;5.5;0;83;908
2005;1;9;8;0;5.5;0;85;908
2005;1;9;9;27;5.9;0;85;908
