 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;13.4;0;56;962
2005;1;1;2;0;12.9;0;58;962
2005;1;1;3;0;12.3;0;58;962
2005;1;1;4;0;12;0;59;962
2005;1;1;5;0;11.7;0;59;962
2005;1;1;6;0;11.5;0;61;962
2005;1;1;7;0;11.2;0;60;962
2005;1;1;8;0;11.2;0;59;962
2005;1;1;9;53;12;161;57;962
2005;1;1;10;170;13.5;292;52;962
2005;1;1;11;307;15.4;449;42;962
2005;1;1;12;358;16.8;346;36;962
2005;1;1;13;442;18.3;481;32;962
2005;1;1;14;495;19.5;721;29;962
2005;1;1;15;379;19.9;523;28;962
2005;1;1;16;300;20;696;30;961
2005;1;1;17;147;19.1;331;33;961
2005;1;1;18;5;17.7;0;37;961
2005;1;1;19;0;16.9;0;41;961
2005;1;1;20;0;16.1;0;44;961
2005;1;1;21;0;15.2;0;46;960
2005;1;1;22;0;14.4;0;46;960
2005;1;1;23;0;13.5;0;44;960
2005;1;1;24;0;12.7;0;47;960
2005;1;2;1;0;12.1;0;49;960
2005;1;2;2;0;11.5;0;48;959
2005;1;2;3;0;10.9;0;51;959
2005;1;2;4;0;10.6;0;52;959
2005;1;2;5;0;10.3;0;54;959
2005;1;2;6;0;10.1;0;55;958
2005;1;2;7;0;9.8;0;55;958
2005;1;2;8;0;9.8;0;53;958
2005;1;2;9;37;10.2;12;50;958
2005;1;2;10;125;11;47;51;958
2005;1;2;11;206;11.9;65;49;957
2005;1;2;12;230;12.5;28;50;957
2005;1;2;13;267;13;38;48;957
2005;1;2;14;251;13.3;33;47;957
2005;1;2;15;241;13.5;76;49;957
2005;1;2;16;163;13.4;54;51;958
2005;1;2;17;75;13;29;53;958
2005;1;2;18;2;12.4;0;59;958
2005;1;2;19;0;12;0;55;958
2005;1;2;20;0;11.5;0;59;959
2005;1;2;21;0;11.1;0;67;959
2005;1;2;22;0;10.6;0;73;959
2005;1;2;23;0;10.2;0;72;959
2005;1;2;24;0;9.7;0;78;960
2005;1;3;1;0;9.4;0;83;960
2005;1;3;2;0;9.2;0;85;960
2005;1;3;3;0;8.9;0;82;960
2005;1;3;4;0;8.8;0;84;961
2005;1;3;5;0;8.7;0;85;961
2005;1;3;6;0;8.6;0;82;961
2005;1;3;7;0;8.6;0;93;961
2005;1;3;8;0;8.6;0;94;961
2005;1;3;9;60;9.5;269;88;962
2005;1;3;10;216;11.3;606;76;962
2005;1;3;11;346;13.2;660;58;962
2005;1;3;12;450;15;755;50;962
2005;1;3;13;498;16.4;774;45;963
2005;1;3;14;464;17.3;682;43;963
2005;1;3;15;416;17.8;759;41;963
2005;1;3;16;296;17.7;679;38;963
2005;1;3;17;145;17;311;40;963
2005;1;3;18;6;15.7;0;45;963
2005;1;3;19;0;15;0;54;963
2005;1;3;20;0;14.2;0;55;963
2005;1;3;21;0;13.4;0;59;963
2005;1;3;22;0;12.7;0;63;963
2005;1;3;23;0;11.9;0;67;963
2005;1;3;24;0;11.1;0;70;963
2005;1;4;1;0;10.2;0;68;963
2005;1;4;2;0;9.2;0;71;963
2005;1;4;3;0;8.3;0;71;963
2005;1;4;4;0;7.7;0;73;963
2005;1;4;5;0;7.2;0;78;963
2005;1;4;6;0;6.8;0;78;963
2005;1;4;7;0;6.5;0;79;963
2005;1;4;8;0;6.4;0;78;964
2005;1;4;9;74;7.2;428;75;964
2005;1;4;10;241;8.9;746;71;964
2005;1;4;11;393;10.6;874;63;964
2005;1;4;12;496;12.2;922;52;964
2005;1;4;13;545;13.4;939;48;964
2005;1;4;14;531;14.1;937;47;963
2005;1;4;15;455;14.5;903;44;963
2005;1;4;16;329;14.3;829;44;963
2005;1;4;17;163;13.5;379;45;962
2005;1;4;18;7;12.2;0;54;962
2005;1;4;19;0;11.6;0;66;962
2005;1;4;20;0;11.1;0;67;962
2005;1;4;21;0;10.5;0;71;961
2005;1;4;22;0;10;0;71;961
2005;1;4;23;0;9.4;0;72;961
2005;1;4;24;0;8.9;0;79;960
2005;1;5;1;0;8.6;0;69;960
2005;1;5;2;0;8.4;0;68;960
2005;1;5;3;0;8.2;0;70;959
2005;1;5;4;0;8.1;0;68;959
2005;1;5;5;0;8;0;69;959
2005;1;5;6;0;7.9;0;76;958
2005;1;5;7;0;7.9;0;72;958
2005;1;5;8;0;7.9;0;70;958
2005;1;5;9;26;8.3;0;69;957
2005;1;5;10;101;9.1;6;64;957
2005;1;5;11;177;10.1;23;61;957
2005;1;5;12;236;11;38;58;957
2005;1;5;13;267;11.7;44;53;956
2005;1;5;14;258;12.2;35;53;956
2005;1;5;15;204;12.4;22;51;957
2005;1;5;16;163;12.5;30;51;957
2005;1;5;17;78;12;30;70;957
