 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;10.4;0;89;1013
2005;1;1;2;0;10.2;0;89;1013
2005;1;1;3;0;10;0;87;1013
2005;1;1;4;0;10;0;91;1013
2005;1;1;5;0;9.9;0;91;1013
2005;1;1;6;0;9.8;0;92;1013
2005;1;1;7;0;9.8;0;89;1013
2005;1;1;8;0;9.7;0;92;1013
2005;1;1;9;14;10.3;0;91;1013
2005;1;1;10;172;13.2;363;79;1013
2005;1;1;11;305;15.8;602;75;1013
2005;1;1;12;432;18.3;781;57;1013
2005;1;1;13;475;20.1;724;53;1013
2005;1;1;14;466;21.2;631;48;1013
2005;1;1;15;359;21.5;396;49;1013
2005;1;1;16;273;21.2;375;49;1013
2005;1;1;17;157;20.2;273;54;1012
2005;1;1;18;11;18.5;0;56;1012
2005;1;1;19;0;17.9;0;66;1012
2005;1;1;20;0;17.2;0;69;1012
2005;1;1;21;0;16.6;0;74;1012
2005;1;1;22;0;16;0;79;1011
2005;1;1;23;0;15.4;0;82;1011
2005;1;1;24;0;14.7;0;82;1011
2005;1;2;1;0;14;0;83;1011
2005;1;2;2;0;13.1;0;88;1010
2005;1;2;3;0;12.3;0;89;1010
2005;1;2;4;0;11.8;0;93;1010
2005;1;2;5;0;11.4;0;94;1010
2005;1;2;6;0;10.9;0;97;1009
2005;1;2;7;0;10.6;0;100;1009
2005;1;2;8;0;10.3;0;97;1009
2005;1;2;9;8;10.4;0;94;1009
2005;1;2;10;78;11.2;4;88;1008
2005;1;2;11;150;12;16;86;1008
2005;1;2;12;221;12.8;31;81;1008
2005;1;2;13;273;13.5;60;82;1008
2005;1;2;14;260;13.9;34;82;1008
2005;1;2;15;192;14;12;80;1008
2005;1;2;16;136;13.7;4;77;1008
2005;1;2;17;70;13.2;0;80;1008
2005;1;2;18;4;12.4;0;85;1008
2005;1;2;19;0;11.6;0;91;1009
2005;1;2;20;0;11.4;0;91;1009
2005;1;2;21;0;10.8;0;89;1009
2005;1;2;22;0;10.3;0;95;1009
2005;1;2;23;0;9.8;0;97;1009
2005;1;2;24;0;9.3;0;97;1009
2005;1;3;1;0;9.1;0;97;1009
2005;1;3;2;0;8.9;0;98;1010
2005;1;3;3;0;8.7;0;98;1010
2005;1;3;4;0;8.6;0;98;1010
2005;1;3;5;0;8.5;0;96;1010
2005;1;3;6;0;8.4;0;96;1010
2005;1;3;7;0;8.4;0;96;1010
2005;1;3;8;0;8.3;0;91;1010
2005;1;3;9;3;8.5;0;89;1011
2005;1;3;10;52;9.4;0;83;1011
2005;1;3;11;270;12.4;363;72;1011
2005;1;3;12;364;14.7;433;67;1011
2005;1;3;13;414;16.5;439;60;1011
2005;1;3;14;328;17.2;155;57;1011
2005;1;3;15;326;17.7;193;56;1011
2005;1;3;16;226;17.5;122;52;1011
2005;1;3;17;132;16.7;157;55;1011
2005;1;3;18;8;15.4;0;63;1011
2005;1;3;19;0;14.8;0;65;1011
2005;1;3;20;0;14.3;0;68;1011
2005;1;3;21;0;13.7;0;71;1011
2005;1;3;22;0;13.2;0;76;1011
2005;1;3;23;0;12.7;0;77;1011
2005;1;3;24;0;12.1;0;79;1011
2005;1;4;1;0;11.4;0;84;1011
2005;1;4;2;0;10.7;0;86;1011
2005;1;4;3;0;9.9;0;89;1011
2005;1;4;4;0;9.5;0;88;1011
2005;1;4;5;0;9.1;0;90;1011
2005;1;4;6;0;8.7;0;87;1011
