 y; m; dm; h;G_Gh; Ta;G_Bn; RH; p
2005;1;1;1;0;11.1;0;89;1015
2005;1;1;2;0;10.9;0;89;1015
2005;1;1;3;0;10.8;0;87;1015
2005;1;1;4;0;10.7;0;91;1015
2005;1;1;5;0;10.7;0;90;1015
2005;1;1;6;0;10.7;0;93;1015
2005;1;1;7;0;10.7;0;90;1015
2005;1;1;8;0;10.7;0;91;1015
2005;1;1;9;29;12;0;87;1015
2005;1;1;10;202;15.7;411;66;1015
2005;1;1;11;326;18.7;670;59;1015
2005;1;1;12;441;21.5;799;47;1015
2005;1;1;13;470;23.4;750;43;1015
2005;1;1;14;447;23.5;655;42;1015
2005;1;1;15;335;23.5;423;43;1015
2005;1;1;16;238;24.1;366;41;1014
2005;1;1;17;116;22.6;204;46;1014
2005;1;1;18;2;20.7;0;49;1014
2005;1;1;19;0;20;0;58;1014
2005;1;1;20;0;19.2;0;62;1014
2005;1;1;21;0;18.5;0;66;1013
2005;1;1;22;0;17.8;0;71;1013
2005;1;1;23;0;17.1;0;74;1013
2005;1;1;24;0;16.4;0;74;1013
2005;1;2;1;0;15.3;0;76;1013
2005;1;2;2;0;14.2;0;82;1012
2005;1;2;3;0;13;0;84;1012
2005;1;2;4;0;12.4;0;89;1012
2005;1;2;5;0;11.7;0;90;1012
2005;1;2;6;0;11.1;0;94;1012
2005;1;2;7;0;10.6;0;96;1011
2005;1;2;8;0;10.2;0;94;1011
2005;1;2;9;17;10.6;0;90;1011
2005;1;2;10;102;11.7;26;82;1011
2005;1;2;11;177;12.8;39;79;1010
2005;1;2;12;241;13.7;59;73;1010
2005;1;2;13;281;14.5;75;75;1010
2005;1;2;14;265;14.9;65;74;1010
2005;1;2;15;201;14.9;26;73;1010
2005;1;2;16;137;14.4;14;70;1011
2005;1;2;17;62;13.7;0;74;1011
2005;1;2;18;2;12.7;0;74;1011
2005;1;2;19;0;12;0;84;1011
2005;1;2;20;0;11.3;0;88;1011
2005;1;2;21;0;10.6;0;89;1011
2005;1;2;22;0;9.9;0;92;1011
2005;1;2;23;0;9.2;0;95;1012
